Job Title,Experience,location,Work Type,Company Size,Qualifications,salary_avg,exp_category
litigation attorney,2 to 11 Years,Canberra,Full-Time,Large,M.Tech,79500.0,Junior (1-2 yrs)
data analyst,0 to 14 Years,Lima,Intern,Medium,B.Tech,72000.0,Fresher (0 yrs)
legal counsel,3 to 13 Years,Harare,Intern,Enterprise,MCA,81000.0,Mid (3-5 yrs)
purchasing agent,4 to 15 Years,San Marino,Intern,Medium,B.Com,80500.0,Mid (3-5 yrs)
brand ambassador,3 to 14 Years,New Delhi,Full-Time,Medium,BBA,88000.0,Mid (3-5 yrs)
procurement coordinator,0 to 12 Years,Macao,Temporary,Medium,BA,91000.0,Fresher (0 yrs)
process engineer,3 to 14 Years,Monaco,Temporary,Large,BBA,82000.0,Mid (3-5 yrs)
nurse practitioner,1 to 11 Years,Kuwait City,Full-Time,Medium,MBA,89500.0,Junior (1-2 yrs)
ui developer,3 to 9 Years,SÃ£o TomÃ©,Intern,Enterprise,BA,81000.0,Mid (3-5 yrs)
financial advisor,4 to 15 Years,Bridgetown,Temporary,Small,M.Com,84500.0,Mid (3-5 yrs)
hr manager,1 to 14 Years,Kigali,Temporary,Small,M.Com,85500.0,Junior (1-2 yrs)
paralegal,0 to 15 Years,Skopje,Contract,Large,PhD,74500.0,Fresher (0 yrs)
event planner,4 to 10 Years,Cockburn Town,Part-Time,Enterprise,B.Tech,81500.0,Mid (3-5 yrs)
project manager,3 to 9 Years,Lima,Part-Time,Medium,MCA,94000.0,Mid (3-5 yrs)
software engineer,2 to 9 Years,Stockholm,Temporary,Enterprise,MCA,95500.0,Junior (1-2 yrs)
software engineer,5 to 10 Years,Luxembourg,Temporary,Large,BBA,82000.0,Mid (3-5 yrs)
public relations specialist,0 to 15 Years,Seoul,Part-Time,Large,B.Tech,78500.0,Fresher (0 yrs)
software engineer,3 to 13 Years,Dodoma,Intern,Medium,BA,80000.0,Mid (3-5 yrs)
software engineer,0 to 9 Years,Gitega,Intern,Medium,BCA,82500.0,Fresher (0 yrs)
pediatrician,0 to 9 Years,Bandar Seri Begawan,Full-Time,Small,M.Tech,94000.0,Fresher (0 yrs)
legal advisor,0 to 10 Years,Port Moresby,Full-Time,Enterprise,BA,85500.0,Fresher (0 yrs)
marketing director,0 to 13 Years,Guatemala City,Full-Time,Small,BA,92000.0,Fresher (0 yrs)
human resources manager,5 to 13 Years,Port of Spain,Part-Time,Enterprise,BBA,82500.0,Mid (3-5 yrs)
procurement specialist,3 to 15 Years,SÃ£o TomÃ©,Full-Time,Enterprise,BA,86000.0,Mid (3-5 yrs)
pediatrician,3 to 13 Years,N'Djamena,Part-Time,Enterprise,BCA,83000.0,Mid (3-5 yrs)
network administrator,2 to 14 Years,Nairobi,Contract,Medium,B.Com,74000.0,Junior (1-2 yrs)
customer support specialist,4 to 11 Years,Ouagadougou,Intern,Medium,M.Tech,75000.0,Mid (3-5 yrs)
ux/ui designer,0 to 12 Years,Bamako,Intern,Enterprise,PhD,76500.0,Fresher (0 yrs)
public relations specialist,0 to 10 Years,AsunciÃ³n,Contract,Medium,B.Tech,89000.0,Fresher (0 yrs)
project coordinator,5 to 11 Years,Gaborone,Part-Time,Medium,MCA,95500.0,Mid (3-5 yrs)
administrative assistant,0 to 9 Years,Pretoria,Full-Time,Medium,M.Tech,91500.0,Fresher (0 yrs)
mechanical engineer,4 to 14 Years,Praia,Intern,Medium,BCA,87500.0,Mid (3-5 yrs)
network engineer,3 to 14 Years,Kingston,Part-Time,Enterprise,MBA,77500.0,Mid (3-5 yrs)
email marketing specialist,0 to 15 Years,Bissau,Intern,Small,MBA,90500.0,Fresher (0 yrs)
financial controller,4 to 8 Years,Beijing,Intern,Large,BBA,84000.0,Mid (3-5 yrs)
executive assistant,1 to 8 Years,Nuuk,Part-Time,Enterprise,BCA,79500.0,Junior (1-2 yrs)
environmental consultant,3 to 12 Years,Ashgabat,Temporary,Large,MBA,87500.0,Mid (3-5 yrs)
project manager,1 to 14 Years,Moscow,Temporary,Large,PhD,91000.0,Junior (1-2 yrs)
network security specialist,3 to 15 Years,Riga,Full-Time,Medium,M.Com,85000.0,Mid (3-5 yrs)
procurement manager,2 to 14 Years,Mogadishu,Temporary,Enterprise,M.Com,87500.0,Junior (1-2 yrs)
business development manager,3 to 11 Years,Tirana,Part-Time,Enterprise,BA,75000.0,Mid (3-5 yrs)
marketing specialist,4 to 8 Years,"Malabo (de jure),",Temporary,Large,M.Tech,88000.0,Mid (3-5 yrs)
sales representative,1 to 15 Years,Thimphu,Part-Time,Medium,BBA,80500.0,Junior (1-2 yrs)
customer service representative,1 to 14 Years,Vaduz,Full-Time,Small,MCA,93500.0,Junior (1-2 yrs)
software tester,2 to 12 Years,Torshavn,Contract,Small,BBA,82000.0,Junior (1-2 yrs)
electrical engineer,3 to 11 Years,Moscow,Contract,Medium,M.Tech,85000.0,Mid (3-5 yrs)
data scientist,4 to 10 Years,Vilnius,Temporary,Large,B.Tech,75000.0,Mid (3-5 yrs)
pediatrician,3 to 10 Years,Saint John's,Part-Time,Large,B.Tech,80000.0,Mid (3-5 yrs)
research analyst,3 to 8 Years,Santo Domingo,Part-Time,Medium,PhD,87500.0,Mid (3-5 yrs)
project coordinator,1 to 8 Years,Mogadishu,Part-Time,Medium,PhD,87500.0,Junior (1-2 yrs)
marketing analyst,4 to 15 Years,City of Victoria,Intern,Medium,B.Tech,97000.0,Mid (3-5 yrs)
landscape architect,4 to 15 Years,Bratislava,Temporary,Medium,MCA,93000.0,Mid (3-5 yrs)
veterinarian,4 to 9 Years,Riyadh,Intern,Large,BBA,76000.0,Mid (3-5 yrs)
ux/ui designer,4 to 12 Years,Ashgabat,Temporary,Enterprise,M.Com,91000.0,Mid (3-5 yrs)
substance abuse counselor,5 to 14 Years,Tallinn,Part-Time,Small,B.Com,89500.0,Mid (3-5 yrs)
data analyst,0 to 9 Years,Nouakchott,Full-Time,Small,BBA,72000.0,Fresher (0 yrs)
content writer,2 to 14 Years,Moroni,Temporary,Enterprise,B.Tech,87000.0,Junior (1-2 yrs)
veterinarian,0 to 9 Years,Vaduz,Contract,Large,B.Tech,78500.0,Fresher (0 yrs)
psychologist,1 to 12 Years,Roseau,Part-Time,Enterprise,M.Com,84000.0,Junior (1-2 yrs)
tax consultant,3 to 14 Years,Bishkek,Temporary,Medium,BBA,81500.0,Mid (3-5 yrs)
project coordinator,4 to 14 Years,Chisinau,Full-Time,Small,BCA,71000.0,Mid (3-5 yrs)
customer service manager,2 to 12 Years,Charlotte Amalie,Part-Time,Large,BCA,86500.0,Junior (1-2 yrs)
brand manager,2 to 12 Years,Baku,Temporary,Enterprise,BA,79500.0,Junior (1-2 yrs)
ui developer,1 to 8 Years,Cockburn Town,Intern,Enterprise,MBA,86500.0,Junior (1-2 yrs)
marketing coordinator,0 to 9 Years,Sanaa,Full-Time,Enterprise,BA,89500.0,Fresher (0 yrs)
software developer,3 to 9 Years,Sanaa,Intern,Small,PhD,94500.0,Mid (3-5 yrs)
database developer,0 to 8 Years,Paris,Full-Time,Small,MCA,70500.0,Fresher (0 yrs)
java developer,2 to 14 Years,Castries,Temporary,Medium,BA,83500.0,Junior (1-2 yrs)
social media manager,4 to 8 Years,Port Vila,Part-Time,Large,B.Com,97500.0,Mid (3-5 yrs)
customer service manager,4 to 11 Years,Tokyo,Contract,Small,PhD,70500.0,Mid (3-5 yrs)
account director,3 to 13 Years,Mogadishu,Temporary,Medium,B.Tech,93000.0,Mid (3-5 yrs)
technical writer,0 to 8 Years,Belgrade,Contract,Medium,BA,75000.0,Fresher (0 yrs)
product designer,2 to 13 Years,Harare,Contract,Large,B.Com,80000.0,Junior (1-2 yrs)
social worker,1 to 8 Years,City of Baghdad,Part-Time,Large,M.Com,83000.0,Junior (1-2 yrs)
data analyst,0 to 14 Years,Berlin,Intern,Medium,BCA,96000.0,Fresher (0 yrs)
customer support specialist,0 to 11 Years,Nouakchott,Intern,Small,BA,68500.0,Fresher (0 yrs)
systems administrator,3 to 8 Years,Harare,Contract,Medium,M.Com,80500.0,Mid (3-5 yrs)
litigation attorney,0 to 8 Years,Libreville,Contract,Large,B.Tech,71500.0,Fresher (0 yrs)
account executive,1 to 8 Years,Basseterre,Full-Time,Small,BCA,90500.0,Junior (1-2 yrs)
sales manager,5 to 12 Years,Funafuti,Full-Time,Enterprise,B.Com,80500.0,Mid (3-5 yrs)
brand ambassador,1 to 10 Years,Tirana,Part-Time,Small,MBA,77500.0,Junior (1-2 yrs)
quality assurance analyst,4 to 12 Years,Mogadishu,Intern,Medium,BCA,75000.0,Mid (3-5 yrs)
occupational therapist,1 to 13 Years,Skopje,Contract,Large,B.Tech,92500.0,Junior (1-2 yrs)
project coordinator,4 to 13 Years,Chisinau,Temporary,Large,B.Com,75000.0,Mid (3-5 yrs)
process engineer,5 to 12 Years,Abuja,Intern,Enterprise,B.Com,71000.0,Mid (3-5 yrs)
procurement manager,4 to 9 Years,Nicosia,Contract,Small,BBA,77500.0,Mid (3-5 yrs)
mechanical designer,0 to 13 Years,Road Town,Part-Time,Large,B.Com,85000.0,Fresher (0 yrs)
systems administrator,4 to 11 Years,Addis Ababa,Contract,Large,PhD,87000.0,Mid (3-5 yrs)
hr manager,0 to 10 Years,Torshavn,Full-Time,Medium,BCA,78000.0,Fresher (0 yrs)
sales representative,5 to 13 Years,Manila,Intern,Medium,BA,74000.0,Mid (3-5 yrs)
social worker,4 to 12 Years,Amman,Full-Time,Medium,B.Tech,78500.0,Mid (3-5 yrs)
customer support specialist,5 to 9 Years,Luanda,Full-Time,Small,B.Tech,80000.0,Mid (3-5 yrs)
procurement specialist,4 to 13 Years,Djibouti (city),Contract,Large,BA,81500.0,Mid (3-5 yrs)
data engineer,1 to 12 Years,Andorra la Vella,Intern,Medium,BBA,83000.0,Junior (1-2 yrs)
architect,5 to 9 Years,Kuwait City,Temporary,Small,BA,89500.0,Mid (3-5 yrs)
marketing coordinator,1 to 10 Years,Manila,Full-Time,Small,PhD,75000.0,Junior (1-2 yrs)
public relations specialist,1 to 15 Years,Gitega,Temporary,Large,MBA,79000.0,Junior (1-2 yrs)
software tester,5 to 12 Years,Santiago,Contract,Large,BCA,72000.0,Mid (3-5 yrs)
marketing director,5 to 10 Years,San Marino,Full-Time,Enterprise,MCA,84000.0,Mid (3-5 yrs)
customer support specialist,2 to 12 Years,Tarawa,Contract,Small,BBA,88500.0,Junior (1-2 yrs)
human resources manager,4 to 10 Years,Sucre (de jure),Intern,Small,M.Com,81000.0,Mid (3-5 yrs)
electrical designer,3 to 15 Years,Ljubljana,Temporary,Small,B.Com,82000.0,Mid (3-5 yrs)
ux/ui designer,5 to 8 Years,Harare,Contract,Small,M.Tech,93500.0,Mid (3-5 yrs)
procurement coordinator,1 to 11 Years,Kingstown,Part-Time,Large,BCA,83000.0,Junior (1-2 yrs)
quality assurance analyst,0 to 14 Years,LomÃ©,Contract,Large,M.Tech,94000.0,Fresher (0 yrs)
graphic designer,5 to 11 Years,Oranjestad,Full-Time,Medium,B.Tech,72500.0,Mid (3-5 yrs)
chemical analyst,4 to 10 Years,City of Victoria,Contract,Large,M.Com,83000.0,Mid (3-5 yrs)
financial advisor,2 to 15 Years,Tarawa,Contract,Medium,BBA,92500.0,Junior (1-2 yrs)
structural engineer,4 to 13 Years,Santiago,Contract,Large,MCA,80500.0,Mid (3-5 yrs)
financial controller,1 to 9 Years,Majuro,Full-Time,Medium,B.Tech,73000.0,Junior (1-2 yrs)
software tester,4 to 8 Years,Nairobi,Intern,Medium,MCA,69500.0,Mid (3-5 yrs)
nurse practitioner,1 to 8 Years,Oranjestad,Temporary,Large,B.Com,90000.0,Junior (1-2 yrs)
ux researcher,4 to 15 Years,Madrid,Contract,Enterprise,M.Com,81500.0,Mid (3-5 yrs)
financial advisor,2 to 9 Years,Sri Jayawardenepura Kotte,Part-Time,Medium,B.Com,74500.0,Junior (1-2 yrs)
legal counsel,3 to 13 Years,Caracas,Part-Time,Small,PhD,87000.0,Mid (3-5 yrs)
executive assistant,2 to 14 Years,Djibouti (city),Contract,Enterprise,BBA,76000.0,Junior (1-2 yrs)
family nurse practitioner,4 to 15 Years,Bridgetown,Temporary,Medium,MCA,75000.0,Mid (3-5 yrs)
physician assistant,0 to 12 Years,Port-au-Prince,Contract,Small,BBA,87500.0,Fresher (0 yrs)
procurement specialist,4 to 8 Years,Abu Dhabi,Temporary,Medium,B.Com,84000.0,Mid (3-5 yrs)
research scientist,2 to 15 Years,Vilnius,Contract,Large,BCA,76000.0,Junior (1-2 yrs)
quality assurance analyst,2 to 12 Years,Abu Dhabi,Temporary,Large,BA,80000.0,Junior (1-2 yrs)
market analyst,3 to 9 Years,Belmopan,Temporary,Large,MCA,92500.0,Mid (3-5 yrs)
financial analyst,4 to 9 Years,Ankara,Part-Time,Medium,BCA,76000.0,Mid (3-5 yrs)
psychologist,1 to 12 Years,Chisinau,Temporary,Large,M.Com,90000.0,Junior (1-2 yrs)
event planner,4 to 8 Years,Tarawa,Temporary,Enterprise,BBA,87000.0,Mid (3-5 yrs)
data scientist,2 to 9 Years,Pristina,Part-Time,Small,BCA,77000.0,Junior (1-2 yrs)
network administrator,2 to 9 Years,Pretoria,Temporary,Small,B.Tech,96500.0,Junior (1-2 yrs)
legal counsel,2 to 9 Years,Seoul,Intern,Small,M.Tech,82500.0,Junior (1-2 yrs)
marketing manager,5 to 11 Years,Tunis,Contract,Large,MBA,71500.0,Mid (3-5 yrs)
landscape architect,0 to 11 Years,Hanoi,Full-Time,Medium,B.Tech,78000.0,Fresher (0 yrs)
qa analyst,2 to 10 Years,Yamoussoukro,Temporary,Enterprise,M.Tech,94000.0,Junior (1-2 yrs)
qa analyst,2 to 10 Years,Conakry,Temporary,Medium,BA,92000.0,Junior (1-2 yrs)
nurse practitioner,4 to 15 Years,Bissau,Part-Time,Enterprise,B.Com,86500.0,Mid (3-5 yrs)
software tester,3 to 9 Years,San Salvador,Temporary,Small,MCA,73000.0,Mid (3-5 yrs)
research scientist,5 to 10 Years,Charlotte Amalie,Temporary,Large,M.Tech,87500.0,Mid (3-5 yrs)
physician assistant,4 to 15 Years,Lisbon,Part-Time,Medium,M.Com,92500.0,Mid (3-5 yrs)
project manager,4 to 8 Years,Gaborone,Intern,Enterprise,B.Com,72500.0,Mid (3-5 yrs)
environmental engineer,4 to 10 Years,Riyadh,Contract,Large,MCA,77000.0,Mid (3-5 yrs)
customer support specialist,1 to 14 Years,Brasilia,Temporary,Medium,B.Tech,74000.0,Junior (1-2 yrs)
account executive,1 to 13 Years,George Town,Part-Time,Large,BBA,78000.0,Junior (1-2 yrs)
marketing coordinator,5 to 15 Years,Doha,Intern,Large,M.Tech,78000.0,Mid (3-5 yrs)
event planner,5 to 12 Years,San Jose,Temporary,Large,B.Com,88500.0,Mid (3-5 yrs)
speech therapist,0 to 10 Years,Niamey,Full-Time,Large,BA,71500.0,Fresher (0 yrs)
administrative assistant,5 to 14 Years,Yamoussoukro,Temporary,Medium,PhD,85500.0,Mid (3-5 yrs)
social worker,2 to 13 Years,Yaounde,Part-Time,Large,BBA,87500.0,Junior (1-2 yrs)
project coordinator,5 to 13 Years,Helsinki,Contract,Large,BBA,90000.0,Mid (3-5 yrs)
it support specialist,2 to 15 Years,Cockburn Town,Temporary,Large,MBA,95000.0,Junior (1-2 yrs)
systems analyst,0 to 9 Years,Beirut,Full-Time,Large,B.Com,74000.0,Fresher (0 yrs)
marketing analyst,2 to 14 Years,Ljubljana,Intern,Enterprise,BBA,71500.0,Junior (1-2 yrs)
pediatrician,0 to 9 Years,ReykjavÃ­k,Temporary,Enterprise,PhD,72500.0,Fresher (0 yrs)
database administrator,3 to 14 Years,Port of Spain,Part-Time,Small,M.Tech,92000.0,Mid (3-5 yrs)
seo specialist,4 to 10 Years,Santo Domingo,Part-Time,Small,PhD,74000.0,Mid (3-5 yrs)
supply chain manager,4 to 12 Years,Madrid,Intern,Medium,M.Tech,72000.0,Mid (3-5 yrs)
event coordinator,1 to 9 Years,Kinshasa,Full-Time,Large,M.Com,88000.0,Junior (1-2 yrs)
customer support specialist,0 to 11 Years,Nuku?alofa,Intern,Large,BCA,89000.0,Fresher (0 yrs)
brand manager,1 to 10 Years,Dublin,Temporary,Small,B.Tech,93000.0,Junior (1-2 yrs)
ux/ui designer,1 to 14 Years,Road Town,Full-Time,Large,B.Com,83500.0,Junior (1-2 yrs)
litigation attorney,0 to 9 Years,Djibouti (city),Temporary,Enterprise,MBA,77000.0,Fresher (0 yrs)
market research analyst,0 to 11 Years,N'Djamena,Intern,Small,BCA,92000.0,Fresher (0 yrs)
project manager,2 to 12 Years,Helsinki,Temporary,Enterprise,MBA,88000.0,Junior (1-2 yrs)
ux/ui designer,1 to 14 Years,Majuro,Full-Time,Large,M.Com,77500.0,Junior (1-2 yrs)
copywriter,4 to 15 Years,Bishkek,Intern,Enterprise,M.Tech,75000.0,Mid (3-5 yrs)
network security specialist,5 to 9 Years,Montevideo,Intern,Small,M.Com,89500.0,Mid (3-5 yrs)
social media manager,2 to 8 Years,BogotÃ¡,Intern,Large,B.Com,92500.0,Junior (1-2 yrs)
marketing coordinator,2 to 8 Years,Gitega,Contract,Small,M.Com,71500.0,Junior (1-2 yrs)
physician assistant,3 to 13 Years,AsunciÃ³n,Contract,Medium,M.Tech,79000.0,Mid (3-5 yrs)
sales representative,0 to 8 Years,Port Moresby,Part-Time,Enterprise,B.Tech,95500.0,Fresher (0 yrs)
social media manager,5 to 9 Years,Belgrade,Full-Time,Large,B.Tech,89000.0,Mid (3-5 yrs)
digital marketing specialist,1 to 10 Years,Islamabad,Temporary,Enterprise,MCA,90000.0,Junior (1-2 yrs)
customer support specialist,0 to 8 Years,Dushanbe,Contract,Small,MCA,72000.0,Fresher (0 yrs)
pharmaceutical sales representative,5 to 9 Years,Port-au-Prince,Contract,Large,BCA,90000.0,Mid (3-5 yrs)
marketing specialist,3 to 11 Years,Pristina,Full-Time,Small,BA,77500.0,Mid (3-5 yrs)
investment analyst,2 to 15 Years,Gitega,Intern,Medium,MCA,90000.0,Junior (1-2 yrs)
event planner,2 to 9 Years,Tunis,Full-Time,Medium,MBA,72000.0,Junior (1-2 yrs)
web developer,1 to 14 Years,Lisbon,Contract,Small,BA,92000.0,Junior (1-2 yrs)
qa analyst,2 to 9 Years,Manama,Part-Time,Large,BCA,92000.0,Junior (1-2 yrs)
accountant,2 to 13 Years,Singapore,Contract,Enterprise,BA,88000.0,Junior (1-2 yrs)
sales representative,1 to 10 Years,"Capitol Hill, Saipan",Full-Time,Large,BBA,88500.0,Junior (1-2 yrs)
ux/ui designer,2 to 9 Years,Wellington,Part-Time,Small,BBA,82500.0,Junior (1-2 yrs)
landscape architect,5 to 12 Years,Guatemala City,Part-Time,Large,BCA,87500.0,Mid (3-5 yrs)
aerospace engineer,5 to 11 Years,Roseau,Contract,Medium,BCA,95500.0,Mid (3-5 yrs)
ux/ui designer,3 to 12 Years,Beijing,Intern,Small,B.Tech,89500.0,Mid (3-5 yrs)
pediatrician,2 to 13 Years,San Marino,Temporary,Large,BA,95000.0,Junior (1-2 yrs)
legal counsel,4 to 10 Years,Yaren District (de facto),Full-Time,Enterprise,M.Com,78000.0,Mid (3-5 yrs)
network technician,0 to 10 Years,Kigali,Part-Time,Medium,MBA,72500.0,Fresher (0 yrs)
project coordinator,3 to 9 Years,Islamabad,Intern,Enterprise,BCA,90000.0,Mid (3-5 yrs)
art director,3 to 13 Years,Monrovia,Full-Time,Large,MCA,83000.0,Mid (3-5 yrs)
research analyst,0 to 8 Years,Antananarivo,Temporary,Medium,MBA,73000.0,Fresher (0 yrs)
executive assistant,5 to 9 Years,Santiago,Part-Time,Large,BA,94000.0,Mid (3-5 yrs)
environmental consultant,5 to 9 Years,LomÃ©,Full-Time,Medium,B.Com,85500.0,Mid (3-5 yrs)
back-end developer,5 to 10 Years,Sofia,Part-Time,Enterprise,M.Tech,76000.0,Mid (3-5 yrs)
art teacher,2 to 15 Years,San Salvador,Part-Time,Enterprise,BBA,89000.0,Junior (1-2 yrs)
technical writer,2 to 12 Years,Minsk,Part-Time,Large,BBA,88000.0,Junior (1-2 yrs)
web developer,2 to 12 Years,Lisbon,Full-Time,Small,M.Com,82000.0,Junior (1-2 yrs)
investment banker,0 to 14 Years,Gaborone,Part-Time,Medium,BCA,72000.0,Fresher (0 yrs)
market research analyst,4 to 10 Years,Manama,Contract,Medium,B.Com,87000.0,Mid (3-5 yrs)
ux/ui designer,2 to 8 Years,Saint George's,Part-Time,Large,B.Tech,90000.0,Junior (1-2 yrs)
marketing director,1 to 10 Years,Abuja,Temporary,Small,BBA,89000.0,Junior (1-2 yrs)
civil engineer,3 to 14 Years,Dushanbe,Intern,Large,PhD,81500.0,Mid (3-5 yrs)
office manager,5 to 11 Years,Tokyo,Temporary,Small,B.Tech,77000.0,Mid (3-5 yrs)
copywriter,4 to 10 Years,Lima,Contract,Large,BA,77500.0,Mid (3-5 yrs)
art teacher,4 to 13 Years,BogotÃ¡,Part-Time,Medium,BBA,71000.0,Mid (3-5 yrs)
data engineer,0 to 8 Years,Suva,Part-Time,Large,BA,71500.0,Fresher (0 yrs)
research analyst,4 to 15 Years,Yaren District (de facto),Contract,Medium,B.Com,78500.0,Mid (3-5 yrs)
network administrator,0 to 9 Years,Vientiane,Contract,Medium,B.Tech,78000.0,Fresher (0 yrs)
investment banker,4 to 10 Years,Harare,Contract,Medium,M.Tech,71500.0,Mid (3-5 yrs)
technical writer,4 to 13 Years,Niamey,Temporary,Small,M.Com,77500.0,Mid (3-5 yrs)
architectural designer,0 to 14 Years,LomÃ©,Full-Time,Large,BCA,73000.0,Fresher (0 yrs)
seo analyst,4 to 13 Years,Willemstad,Temporary,Small,MBA,82500.0,Mid (3-5 yrs)
graphic designer,4 to 14 Years,Canberra,Temporary,Large,M.Com,87500.0,Mid (3-5 yrs)
hr manager,4 to 11 Years,Beirut,Full-Time,Small,B.Com,84000.0,Mid (3-5 yrs)
ux/ui designer,4 to 10 Years,Kuwait City,Full-Time,Enterprise,BCA,72000.0,Mid (3-5 yrs)
occupational therapist,0 to 12 Years,Kampala,Full-Time,Enterprise,BBA,77500.0,Fresher (0 yrs)
marketing manager,2 to 13 Years,Buenos Aires,Contract,Enterprise,BCA,80500.0,Junior (1-2 yrs)
procurement manager,1 to 8 Years,Bangkok,Contract,Medium,PhD,76000.0,Junior (1-2 yrs)
customer support specialist,2 to 14 Years,Abu Dhabi,Full-Time,Small,M.Tech,91000.0,Junior (1-2 yrs)
landscape architect,3 to 9 Years,"Washington, D.C.",Temporary,Enterprise,BCA,73500.0,Mid (3-5 yrs)
systems administrator,1 to 10 Years,Vilnius,Contract,Large,B.Com,93500.0,Junior (1-2 yrs)
project coordinator,1 to 9 Years,Ouagadougou,Full-Time,Enterprise,M.Com,79500.0,Junior (1-2 yrs)
procurement specialist,0 to 11 Years,Harare,Intern,Medium,MCA,79000.0,Fresher (0 yrs)
event planner,0 to 9 Years,Victoria,Part-Time,Large,M.Tech,81000.0,Fresher (0 yrs)
research scientist,0 to 15 Years,Monaco,Part-Time,Medium,B.Com,86000.0,Fresher (0 yrs)
executive assistant,5 to 15 Years,Palikir,Temporary,Large,BA,86500.0,Mid (3-5 yrs)
procurement specialist,4 to 15 Years,Thimphu,Intern,Medium,BBA,84500.0,Mid (3-5 yrs)
event coordinator,5 to 11 Years,Panama City,Intern,Medium,M.Tech,86500.0,Mid (3-5 yrs)
office manager,2 to 13 Years,Nassau,Intern,Medium,B.Com,83500.0,Junior (1-2 yrs)
event coordinator,0 to 14 Years,Montevideo,Part-Time,Small,BBA,76000.0,Fresher (0 yrs)
teacher,5 to 11 Years,Kuala Lumpur,Temporary,Enterprise,MBA,93500.0,Mid (3-5 yrs)
software tester,4 to 14 Years,ReykjavÃ­k,Part-Time,Small,MBA,86000.0,Mid (3-5 yrs)
art director,5 to 13 Years,Bucharest,Contract,Medium,B.Tech,75500.0,Mid (3-5 yrs)
web designer,1 to 12 Years,Dushanbe,Part-Time,Enterprise,BA,94500.0,Junior (1-2 yrs)
marketing analyst,4 to 9 Years,Belmopan,Full-Time,Enterprise,B.Com,94500.0,Mid (3-5 yrs)
research scientist,5 to 12 Years,Kinshasa,Temporary,Large,MCA,90500.0,Mid (3-5 yrs)
family nurse practitioner,4 to 11 Years,Luxembourg,Full-Time,Medium,MBA,76000.0,Mid (3-5 yrs)
sales representative,4 to 14 Years,Khartoum,Contract,Medium,BA,78000.0,Mid (3-5 yrs)
landscape architect,3 to 11 Years,Abu Dhabi,Intern,Medium,BA,69000.0,Mid (3-5 yrs)
accountant,0 to 11 Years,Dakar,Intern,Large,M.Tech,77500.0,Fresher (0 yrs)
business analyst,2 to 9 Years,Bangui,Full-Time,Enterprise,B.Tech,79000.0,Junior (1-2 yrs)
art teacher,5 to 10 Years,Riyadh,Temporary,Enterprise,M.Com,92000.0,Mid (3-5 yrs)
urban planner,0 to 11 Years,ReykjavÃ­k,Temporary,Large,MBA,88000.0,Fresher (0 yrs)
social media manager,4 to 11 Years,Yamoussoukro,Contract,Small,BCA,69500.0,Mid (3-5 yrs)
supply chain analyst,1 to 10 Years,Bandar Seri Begawan,Contract,Medium,M.Com,72500.0,Junior (1-2 yrs)
physician assistant,2 to 9 Years,Riga,Contract,Medium,B.Tech,81000.0,Junior (1-2 yrs)
account manager,2 to 15 Years,Lima,Full-Time,Small,BBA,95500.0,Junior (1-2 yrs)
veterinarian,3 to 14 Years,Brussels,Contract,Medium,B.Tech,70000.0,Mid (3-5 yrs)
market analyst,5 to 13 Years,ReykjavÃ­k,Part-Time,Medium,M.Com,86000.0,Mid (3-5 yrs)
sales consultant,4 to 14 Years,Nuku?alofa,Full-Time,Enterprise,PhD,73500.0,Mid (3-5 yrs)
sales representative,3 to 13 Years,Mogadishu,Part-Time,Large,MCA,76000.0,Mid (3-5 yrs)
customer support specialist,0 to 11 Years,Majuro,Temporary,Enterprise,B.Tech,77000.0,Fresher (0 yrs)
marketing specialist,0 to 14 Years,Naypyidaw,Full-Time,Small,BBA,89000.0,Fresher (0 yrs)
litigation attorney,3 to 9 Years,Honiara,Intern,Medium,PhD,87000.0,Mid (3-5 yrs)
investment banker,3 to 14 Years,Islamabad,Temporary,Enterprise,B.Tech,81500.0,Mid (3-5 yrs)
digital marketing specialist,2 to 8 Years,Singapore,Full-Time,Medium,M.Tech,74000.0,Junior (1-2 yrs)
urban planner,1 to 14 Years,Manama,Full-Time,Enterprise,B.Com,81000.0,Junior (1-2 yrs)
